,history_length,learning_rate,step,training_loss,training_accuracy,validation_loss,validation_accuracy
0,5.0,1e-05,1.0,1.6264442205429077,20.3125,1.6187480688095093,16.40625
1,5.0,1e-05,11.0,1.5824334621429443,25.78125,1.618650197982788,18.75
2,5.0,1e-05,21.0,1.561946153640747,29.6875,1.6093573570251465,21.875
3,5.0,1e-05,31.0,1.5346215963363647,35.9375,1.588015079498291,25.78125
4,5.0,1e-05,41.0,1.5358712673187256,38.28125,1.5564438104629517,36.71875
5,5.0,1e-05,51.0,1.49318528175354,49.21875,1.5202796459197998,39.84375
6,5.0,1e-05,61.0,1.4791667461395264,41.40625,1.4956109523773193,35.9375
7,5.0,1e-05,71.0,1.4467288255691528,42.1875,1.432989478111267,50.0
8,5.0,1e-05,81.0,1.4204834699630737,40.625,1.4266728162765503,42.96875
9,5.0,1e-05,91.0,1.3962433338165283,50.78125,1.349137783050537,58.59375
10,5.0,1e-05,101.0,1.3301565647125244,54.6875,1.3356305360794067,53.90625
11,5.0,1e-05,111.0,1.2650659084320068,53.125,1.3181431293487549,50.0
12,5.0,1e-05,121.0,1.2537801265716553,55.46875,1.2663488388061523,58.59375
13,5.0,1e-05,131.0,1.3291468620300293,49.21875,1.200819969177246,60.15625
14,5.0,1e-05,141.0,1.218018651008606,56.25,1.1820440292358398,60.15625
15,5.0,1e-05,151.0,1.2590025663375854,53.125,1.1723817586898804,55.46875
16,5.0,1e-05,161.0,1.2086788415908813,58.59375,1.0155315399169922,66.40625
17,5.0,1e-05,171.0,1.111459493637085,59.375,1.1094608306884766,60.15625
18,5.0,1e-05,181.0,1.1530616283416748,55.46875,1.1194449663162231,59.375
19,5.0,1e-05,191.0,1.1526919603347778,53.90625,1.072090983390808,65.625
20,5.0,1e-05,201.0,1.068202257156372,62.5,1.0280500650405884,62.5
21,5.0,1e-05,211.0,0.9876036047935486,67.96875,1.005411148071289,62.5
22,5.0,1e-05,221.0,1.0691633224487305,57.03125,0.9487277865409851,67.1875
23,5.0,1e-05,231.0,1.0436508655548096,60.9375,1.0075995922088623,63.28125
24,5.0,1e-05,241.0,1.1741186380386353,53.90625,0.9835036993026733,61.71875
25,5.0,1e-05,251.0,1.023713231086731,62.5,0.9259002208709717,64.84375
26,5.0,1e-05,261.0,0.997517466545105,62.5,0.9219428300857544,69.53125
27,5.0,1e-05,271.0,1.10606050491333,57.03125,0.9443965554237366,61.71875
28,5.0,1e-05,281.0,0.9050933122634888,65.625,0.9824557304382324,63.28125
29,5.0,1e-05,291.0,0.9486984610557556,64.0625,0.9290139079093933,63.28125
30,5.0,1e-05,301.0,1.0541634559631348,60.9375,0.946467399597168,61.71875
31,5.0,1e-05,311.0,0.9518625140190125,60.9375,0.9568718075752258,61.71875
32,5.0,1e-05,321.0,0.876319944858551,67.1875,0.920537531375885,68.75
33,5.0,1e-05,331.0,0.8258768916130066,71.09375,0.8698425889015198,67.1875
34,5.0,1e-05,341.0,0.9599872827529907,60.15625,0.9696268439292908,60.9375
35,5.0,1e-05,351.0,0.8934786915779114,60.15625,0.8775856494903564,66.40625
36,5.0,1e-05,361.0,0.932682454586029,61.71875,0.8990048170089722,66.40625
37,5.0,1e-05,371.0,0.8961163759231567,65.625,0.8996890783309937,63.28125
38,5.0,1e-05,381.0,0.9720888137817383,62.5,0.8435788750648499,67.96875
39,5.0,1e-05,391.0,0.8904367685317993,62.5,0.8771135210990906,71.875
40,5.0,1e-05,401.0,0.903946578502655,62.5,0.815073549747467,68.75
41,5.0,1e-05,411.0,0.928467869758606,66.40625,0.843073844909668,67.1875
42,5.0,1e-05,421.0,0.836622953414917,71.875,0.850218653678894,69.53125
43,5.0,1e-05,431.0,0.909907341003418,64.0625,0.8761582374572754,60.9375
44,5.0,1e-05,441.0,0.8522613048553467,67.96875,0.8943411111831665,67.1875
45,5.0,1e-05,451.0,0.8605566620826721,69.53125,0.8372068405151367,64.0625
46,5.0,1e-05,461.0,0.8434540033340454,67.96875,0.8788989186286926,60.9375
47,5.0,1e-05,471.0,0.8204839825630188,68.75,0.8278374075889587,67.1875
48,5.0,1e-05,481.0,0.8528856039047241,67.96875,0.8405405282974243,67.96875
49,5.0,1e-05,491.0,0.7748538255691528,75.0,0.8699362277984619,65.625
50,5.0,1e-05,501.0,0.8431736826896667,66.40625,0.8361753225326538,67.1875
51,5.0,1e-05,511.0,0.7927675843238831,71.875,0.9588062763214111,53.125
52,5.0,1e-05,521.0,0.9038727879524231,63.28125,0.8281810283660889,61.71875
53,5.0,1e-05,531.0,0.8378621339797974,73.4375,0.8134911060333252,71.09375
54,5.0,1e-05,541.0,0.8483991026878357,70.3125,0.8185580968856812,66.40625
55,5.0,1e-05,551.0,0.903846025466919,57.8125,0.7457206845283508,75.0
56,5.0,1e-05,561.0,0.8354820609092712,60.9375,0.8443306088447571,67.96875
57,5.0,1e-05,571.0,0.829741895198822,69.53125,0.8302748799324036,62.5
58,5.0,1e-05,581.0,0.8004077672958374,69.53125,0.883375346660614,64.84375
59,5.0,1e-05,591.0,0.8306166529655457,68.75,0.8795529007911682,58.59375
60,5.0,1e-05,601.0,0.7042441964149475,75.0,0.8420558571815491,64.0625
61,5.0,1e-05,611.0,0.8683669567108154,64.84375,0.8339768648147583,58.59375
62,5.0,1e-05,621.0,0.7612115144729614,69.53125,0.8688585162162781,62.5
63,5.0,1e-05,631.0,0.8940603137016296,65.625,0.8589454889297485,66.40625
64,5.0,1e-05,641.0,0.8745251893997192,67.96875,0.8540173768997192,64.84375
65,5.0,1e-05,651.0,0.867559552192688,67.1875,0.7591177821159363,71.09375
66,5.0,1e-05,661.0,0.7255091071128845,72.65625,0.7767485976219177,67.96875
67,5.0,1e-05,671.0,0.8515030145645142,61.71875,0.8901859521865845,60.15625
68,5.0,1e-05,681.0,0.8277705907821655,63.28125,0.7521548271179199,71.09375
69,5.0,1e-05,691.0,0.7661104798316956,74.21875,0.8388437032699585,62.5
70,5.0,1e-05,701.0,0.8687731623649597,62.5,0.8476253747940063,64.84375
71,5.0,1e-05,711.0,0.7483700513839722,73.4375,0.7784578800201416,67.1875
72,5.0,1e-05,721.0,0.7299649119377136,70.3125,0.9694579243659973,53.125
73,5.0,1e-05,731.0,0.8368876576423645,70.3125,0.7618252038955688,65.625
74,5.0,1e-05,741.0,0.6998404860496521,71.875,0.6993979811668396,74.21875
75,5.0,1e-05,751.0,0.9674359560012817,58.59375,0.786517858505249,66.40625
76,5.0,1e-05,761.0,0.8782578706741333,67.96875,0.7784034609794617,67.1875
77,5.0,1e-05,771.0,0.741503894329071,74.21875,0.7672346234321594,71.875
78,5.0,1e-05,781.0,0.8352177739143372,70.3125,0.7625185251235962,67.1875
79,5.0,1e-05,791.0,0.8145292401313782,74.21875,0.8102216124534607,61.71875
80,5.0,1e-05,801.0,0.7471809983253479,66.40625,0.7569947242736816,67.1875
81,5.0,1e-05,811.0,0.7383831739425659,72.65625,0.8214766383171082,67.1875
82,5.0,1e-05,821.0,0.8600724935531616,64.0625,0.7438570857048035,69.53125
83,5.0,1e-05,831.0,0.8761780858039856,64.0625,0.7770476341247559,66.40625
84,5.0,1e-05,841.0,0.7840379476547241,71.09375,0.6574476361274719,74.21875
85,5.0,1e-05,851.0,0.7827354669570923,67.1875,0.7861314415931702,64.84375
86,5.0,1e-05,861.0,0.6603487730026245,73.4375,0.7331241965293884,70.3125
87,5.0,1e-05,871.0,0.7056481838226318,77.34375,0.7248173356056213,68.75
88,5.0,1e-05,881.0,0.798904538154602,64.0625,0.799809992313385,63.28125
89,5.0,1e-05,891.0,0.7381585240364075,68.75,0.7843518853187561,65.625
90,5.0,1e-05,901.0,0.7978262901306152,71.875,0.7330165505409241,73.4375
91,5.0,1e-05,911.0,0.7830544710159302,75.0,0.7336905002593994,72.65625
92,5.0,1e-05,921.0,0.7602603435516357,72.65625,0.8046976327896118,63.28125
93,5.0,1e-05,931.0,0.7224645614624023,70.3125,0.8282692432403564,64.84375
94,5.0,1e-05,941.0,0.8799191117286682,64.0625,0.6984701156616211,67.1875
95,5.0,1e-05,951.0,0.8413377404212952,67.1875,0.7492779493331909,67.1875
96,5.0,1e-05,961.0,0.773312509059906,77.34375,0.754626989364624,71.875
97,5.0,1e-05,971.0,0.8537159562110901,67.1875,0.8561649918556213,63.28125
98,5.0,1e-05,981.0,0.7030555605888367,75.78125,0.9005399346351624,57.03125
99,5.0,1e-05,991.0,0.7398511171340942,69.53125,0.7192921042442322,64.84375
100,3.0,0.001,1.0,1.6479030847549438,16.40625,1.6342084407806396,17.96875
101,3.0,0.001,11.0,0.8151125907897949,68.75,1.554017186164856,23.4375
102,3.0,0.001,21.0,0.896334171295166,65.625,1.2860103845596313,54.6875
103,3.0,0.001,31.0,0.7673570513725281,63.28125,1.6756211519241333,39.84375
104,3.0,0.001,41.0,0.7474269866943359,70.3125,1.9104664325714111,40.625
105,3.0,0.001,51.0,0.7547422647476196,67.96875,3.524625301361084,30.46875
106,3.0,0.001,61.0,0.801191508769989,67.96875,1.5628594160079956,43.75
107,3.0,0.001,71.0,0.6593760848045349,71.875,3.2903943061828613,19.53125
108,3.0,0.001,81.0,0.9154499769210815,60.9375,1.2983638048171997,57.8125
109,3.0,0.001,91.0,0.7648703455924988,68.75,0.9327729940414429,60.15625
110,3.0,0.001,101.0,0.7535593509674072,69.53125,0.9079303741455078,64.0625
111,3.0,0.001,111.0,0.6701399087905884,68.75,1.348360300064087,46.875
112,3.0,0.001,121.0,0.5729174017906189,78.90625,0.5924134254455566,76.5625
113,3.0,0.001,131.0,0.8107930421829224,66.40625,0.8209207653999329,61.71875
114,3.0,0.001,141.0,0.6327199935913086,72.65625,4.6622724533081055,34.375
115,3.0,0.001,151.0,0.6258636116981506,75.0,1.0291104316711426,57.03125
116,3.0,0.001,161.0,0.702455997467041,70.3125,3.2465031147003174,30.46875
117,3.0,0.001,171.0,0.6074590682983398,79.6875,0.7782716155052185,69.53125
118,3.0,0.001,181.0,0.6698639988899231,71.09375,5.131255149841309,24.21875
119,3.0,0.001,191.0,0.6754539608955383,71.875,3.208855628967285,31.25
120,3.0,0.001,201.0,0.5667839646339417,78.125,1.1322587728500366,47.65625
121,3.0,0.001,211.0,0.6160492300987244,75.0,4.724772930145264,40.625
122,3.0,0.001,221.0,0.7078732252120972,73.4375,2.361640214920044,45.3125
123,3.0,0.001,231.0,0.6904028654098511,71.09375,0.857077419757843,64.84375
124,3.0,0.001,241.0,0.5664783120155334,75.0,2.0327095985412598,44.53125
125,3.0,0.001,251.0,0.8234690427780151,65.625,4.293951988220215,25.78125
126,3.0,0.001,261.0,0.6247636675834656,70.3125,1.810715913772583,50.0
127,3.0,0.001,271.0,0.6563555002212524,72.65625,0.7432556748390198,65.625
128,3.0,0.001,281.0,0.6884846091270447,73.4375,1.7581346035003662,44.53125
129,3.0,0.001,291.0,0.6332874298095703,76.5625,0.8207589983940125,60.9375
130,3.0,0.001,301.0,0.7979526519775391,65.625,4.8573150634765625,23.4375
131,3.0,0.001,311.0,0.678019642829895,71.875,0.8476059436798096,64.0625
132,3.0,0.001,321.0,0.5885260105133057,73.4375,2.9391164779663086,40.625
133,3.0,0.001,331.0,0.5691245198249817,73.4375,2.695127487182617,42.1875
134,3.0,0.001,341.0,0.6257485151290894,67.96875,5.043507099151611,15.625
135,3.0,0.001,351.0,0.657541036605835,73.4375,2.5499162673950195,36.71875
136,3.0,0.001,361.0,0.7092440724372864,68.75,0.7242689728736877,73.4375
137,3.0,0.001,371.0,0.5850363373756409,76.5625,1.0388107299804688,54.6875
138,3.0,0.001,381.0,0.612718403339386,70.3125,1.283733606338501,50.78125
139,3.0,0.001,391.0,0.5920233130455017,76.5625,4.374255180358887,28.90625
140,3.0,0.001,401.0,0.5773794651031494,74.21875,0.7481693029403687,69.53125
141,3.0,0.001,411.0,0.5451211333274841,79.6875,0.7312833070755005,67.96875
142,3.0,0.001,421.0,0.743626594543457,66.40625,2.120793104171753,49.21875
143,3.0,0.001,431.0,0.5267864465713501,80.46875,0.6485482454299927,75.0
144,3.0,0.001,441.0,0.7787684798240662,67.1875,0.6352447867393494,73.4375
145,3.0,0.001,451.0,0.536381185054779,78.125,1.9066959619522095,42.96875
146,3.0,0.001,461.0,0.5996745228767395,75.0,1.6973000764846802,46.09375
147,3.0,0.001,471.0,0.5406278371810913,78.90625,1.5271928310394287,50.78125
148,3.0,0.001,481.0,0.5472008585929871,75.0,0.7555215954780579,64.0625
149,3.0,0.001,491.0,0.6681883931159973,70.3125,1.0576066970825195,57.03125
150,3.0,0.001,501.0,0.4890482723712921,78.90625,0.6609274744987488,73.4375
151,3.0,0.001,511.0,0.5307767391204834,78.90625,0.6902443766593933,70.3125
152,3.0,0.001,521.0,0.5765290260314941,75.78125,0.8331907391548157,63.28125
153,3.0,0.001,531.0,0.6660110354423523,71.09375,3.474581480026245,39.0625
154,3.0,0.001,541.0,0.5250086188316345,79.6875,1.1142804622650146,62.5
155,3.0,0.001,551.0,0.6633755564689636,74.21875,1.476204752922058,54.6875
156,3.0,0.001,561.0,0.5178594589233398,78.125,1.167067289352417,52.34375
157,3.0,0.001,571.0,0.6490864157676697,75.0,1.1069726943969727,59.375
158,3.0,0.001,581.0,0.6137859225273132,74.21875,1.015112280845642,54.6875
159,3.0,0.001,591.0,0.5190644860267639,75.78125,0.8897982239723206,63.28125
160,3.0,0.001,601.0,0.45422136783599854,82.8125,0.8592846989631653,66.40625
161,3.0,0.001,611.0,0.39777815341949463,87.5,0.9489715099334717,58.59375
162,3.0,0.001,621.0,0.5112861394882202,77.34375,0.7116893529891968,67.1875
163,3.0,0.001,631.0,0.47644615173339844,82.03125,3.2117605209350586,39.0625
164,3.0,0.001,641.0,0.5030125379562378,77.34375,0.6104902625083923,72.65625
165,3.0,0.001,651.0,0.6312140822410583,70.3125,0.7634546160697937,64.84375
166,3.0,0.001,661.0,0.5102401375770569,77.34375,1.2439340353012085,51.5625
167,3.0,0.001,671.0,0.6152480840682983,75.0,0.9368202090263367,67.1875
168,3.0,0.001,681.0,0.5819534659385681,75.78125,0.7589395642280579,68.75
169,3.0,0.001,691.0,0.5127070546150208,78.90625,2.4655301570892334,35.15625
170,3.0,0.001,701.0,0.6516923904418945,69.53125,0.7270017862319946,76.5625
171,3.0,0.001,711.0,0.5939843654632568,74.21875,0.6196130514144897,77.34375
172,3.0,0.001,721.0,0.45822975039482117,79.6875,0.6361760497093201,71.09375
173,3.0,0.001,731.0,0.4920709431171417,81.25,1.1262127161026,57.8125
174,3.0,0.001,741.0,0.47452282905578613,78.90625,0.8177962303161621,64.0625
175,3.0,0.001,751.0,0.4995805323123932,82.03125,0.9612468481063843,59.375
176,3.0,0.001,761.0,0.6016404628753662,75.78125,1.494605541229248,42.1875
177,3.0,0.001,771.0,0.4956513047218323,76.5625,1.397063970565796,53.125
178,3.0,0.001,781.0,0.5551871657371521,71.09375,0.7789701819419861,68.75
179,3.0,0.001,791.0,0.6221878528594971,73.4375,0.8344287276268005,67.96875
180,3.0,0.001,801.0,0.4858042299747467,78.90625,2.9483513832092285,32.8125
181,3.0,0.001,811.0,0.6227148771286011,72.65625,0.8716593980789185,60.9375
182,3.0,0.001,821.0,0.5952329039573669,75.78125,1.126725673675537,55.46875
183,3.0,0.001,831.0,0.4494650065898895,84.375,0.6609829068183899,67.96875
184,3.0,0.001,841.0,0.5781738758087158,73.4375,0.7769690155982971,67.1875
185,3.0,0.001,851.0,0.38270092010498047,87.5,1.2362056970596313,57.8125
186,3.0,0.001,861.0,0.4568808972835541,77.34375,1.3611468076705933,57.8125
187,3.0,0.001,871.0,0.4434839189052582,82.03125,0.7851437926292419,64.84375
188,3.0,0.001,881.0,0.4349386990070343,84.375,4.014161586761475,28.90625
189,3.0,0.001,891.0,0.5125008821487427,81.25,1.9902235269546509,39.0625
190,3.0,0.001,901.0,0.5427441000938416,76.5625,1.114007592201233,62.5
191,3.0,0.001,911.0,0.49447306990623474,80.46875,1.1249006986618042,55.46875
192,3.0,0.001,921.0,0.548767626285553,82.03125,0.7854118347167969,67.1875
193,3.0,0.001,931.0,0.5820988416671753,75.0,1.0203040838241577,60.9375
194,3.0,0.001,941.0,0.5256133079528809,78.125,0.776644229888916,71.09375
195,3.0,0.001,951.0,0.4266583323478699,81.25,1.3909188508987427,50.0
196,3.0,0.001,961.0,0.4306672215461731,79.6875,0.8379095792770386,64.0625
197,3.0,0.001,971.0,0.4365483224391937,80.46875,0.7859938144683838,65.625
198,3.0,0.001,981.0,0.4460758566856384,82.8125,0.9786067605018616,60.9375
199,3.0,0.001,991.0,0.6236451864242554,73.4375,0.7801970839500427,67.96875
200,3.0,1e-05,1.0,1.617652416229248,21.875,1.6125966310501099,17.96875
201,3.0,1e-05,11.0,1.6042510271072388,25.78125,1.6049222946166992,23.4375
202,3.0,1e-05,21.0,1.5474244356155396,40.625,1.6072280406951904,28.125
203,3.0,1e-05,31.0,1.5582880973815918,28.90625,1.5628362894058228,38.28125
204,3.0,1e-05,41.0,1.4756476879119873,41.40625,1.530836820602417,36.71875
205,3.0,1e-05,51.0,1.4289590120315552,53.125,1.4823188781738281,43.75
206,3.0,1e-05,61.0,1.4583544731140137,42.1875,1.4296462535858154,50.78125
207,3.0,1e-05,71.0,1.4026387929916382,52.34375,1.4345755577087402,45.3125
208,3.0,1e-05,81.0,1.3561041355133057,49.21875,1.3739575147628784,48.4375
209,3.0,1e-05,91.0,1.3894535303115845,49.21875,1.3594495058059692,50.0
210,3.0,1e-05,101.0,1.2450599670410156,64.0625,1.257925271987915,63.28125
211,3.0,1e-05,111.0,1.2130311727523804,62.5,1.2228516340255737,58.59375
212,3.0,1e-05,121.0,1.221194863319397,60.9375,1.2667300701141357,59.375
213,3.0,1e-05,131.0,1.3283311128616333,50.78125,1.2321851253509521,53.90625
214,3.0,1e-05,141.0,1.1807410717010498,60.9375,1.1746464967727661,60.9375
215,3.0,1e-05,151.0,1.1499837636947632,57.8125,1.22757887840271,49.21875
216,3.0,1e-05,161.0,1.218186855316162,57.03125,1.185153841972351,59.375
217,3.0,1e-05,171.0,1.0569887161254883,67.1875,1.1358532905578613,64.0625
218,3.0,1e-05,181.0,1.0884994268417358,71.09375,1.1420223712921143,57.03125
219,3.0,1e-05,191.0,1.0784504413604736,64.0625,1.14043390750885,60.9375
220,3.0,1e-05,201.0,1.0212830305099487,66.40625,1.1261653900146484,62.5
221,3.0,1e-05,211.0,1.023926019668579,64.0625,0.9695287346839905,63.28125
222,3.0,1e-05,221.0,1.0930403470993042,57.8125,0.9281464219093323,65.625
223,3.0,1e-05,231.0,1.0728421211242676,56.25,0.9862962365150452,65.625
224,3.0,1e-05,241.0,0.9315314888954163,71.875,0.9043094515800476,70.3125
225,3.0,1e-05,251.0,1.0818054676055908,64.84375,0.9933483600616455,59.375
226,3.0,1e-05,261.0,1.0976173877716064,60.9375,0.9719905853271484,64.84375
227,3.0,1e-05,271.0,0.8409786224365234,73.4375,1.060722827911377,58.59375
228,3.0,1e-05,281.0,0.8969070315361023,65.625,0.8791318535804749,67.96875
229,3.0,1e-05,291.0,1.0494606494903564,60.15625,0.9429406523704529,66.40625
230,3.0,1e-05,301.0,1.0005749464035034,64.0625,0.9234459400177002,63.28125
231,3.0,1e-05,311.0,0.9532100558280945,60.9375,0.9071735143661499,63.28125
232,3.0,1e-05,321.0,0.9979671835899353,60.9375,0.7682097554206848,75.78125
233,3.0,1e-05,331.0,0.8659437298774719,70.3125,0.859697163105011,71.09375
234,3.0,1e-05,341.0,0.8967695236206055,67.1875,0.8722692728042603,61.71875
235,3.0,1e-05,351.0,0.9555243253707886,62.5,0.9065961837768555,66.40625
236,3.0,1e-05,361.0,0.8485374450683594,71.09375,0.8928605318069458,64.84375
237,3.0,1e-05,371.0,0.914695143699646,64.84375,0.9129191040992737,65.625
238,3.0,1e-05,381.0,0.8706178665161133,64.0625,0.7930155992507935,71.875
239,3.0,1e-05,391.0,0.9534412026405334,61.71875,0.8914874196052551,66.40625
240,3.0,1e-05,401.0,0.9335068464279175,64.0625,0.8504353761672974,65.625
241,3.0,1e-05,411.0,0.9790031313896179,60.9375,0.8713376522064209,67.96875
242,3.0,1e-05,421.0,0.8620500564575195,68.75,0.92983078956604,64.0625
243,3.0,1e-05,431.0,0.9275327920913696,66.40625,0.8508023619651794,64.0625
244,3.0,1e-05,441.0,0.8278171420097351,67.96875,0.8852015733718872,68.75
245,3.0,1e-05,451.0,0.8949959874153137,65.625,0.8597726821899414,67.1875
246,3.0,1e-05,461.0,0.8201661705970764,70.3125,0.8571243286132812,68.75
247,3.0,1e-05,471.0,0.787293016910553,67.1875,0.9198389053344727,63.28125
248,3.0,1e-05,481.0,0.8092056512832642,66.40625,0.9198640584945679,61.71875
249,3.0,1e-05,491.0,0.8321420550346375,64.0625,0.8014560341835022,69.53125
250,3.0,1e-05,501.0,0.858919620513916,73.4375,0.7651762962341309,72.65625
251,3.0,1e-05,511.0,0.9400301575660706,62.5,0.8841049075126648,65.625
252,3.0,1e-05,521.0,0.8480700254440308,63.28125,0.8401698470115662,64.84375
253,3.0,1e-05,531.0,0.8262004256248474,71.09375,0.8054875731468201,70.3125
254,3.0,1e-05,541.0,0.8039016127586365,65.625,0.9265039563179016,64.84375
255,3.0,1e-05,551.0,0.9211681485176086,64.84375,0.932602047920227,63.28125
256,3.0,1e-05,561.0,0.8720518946647644,65.625,0.7541362047195435,71.875
257,3.0,1e-05,571.0,0.8045390844345093,69.53125,0.7351382970809937,67.1875
258,3.0,1e-05,581.0,0.9385181665420532,59.375,0.8458473086357117,64.84375
259,3.0,1e-05,591.0,0.8759571313858032,64.84375,0.8818446397781372,57.8125
260,3.0,1e-05,601.0,0.7988522052764893,73.4375,0.9451251029968262,57.8125
